accession,name,ftp_path
GCA_948208565.1,GCA_948208565.1 Hc-NTBG20172064-DRAFT-NextGenCassava-1.0 Hura crepitans,
GCA_002752925.1,GCA_002752925.1 violet_k79_twolib_greater_than_500bp Viola pubescens var. scabriuscula,
GCA_025175695.1,GCA_025175695.1 ekl_cut1000.fasta Eugenia klotzschiana,
GCA_018326445.1,GCA_018326445.1 Fbro_1.0 Flaveria brownii,
GCA_029582505.1,GCA_029582505.1 cxa70P5 Solanum commersonii x Solanum andigenum,
GCA_029582315.1,GCA_029582315.1 SH7-18-3 Solanum tarnii x Solanum tuberosum,
GCA_002740465.1,GCA_002740465.1 Sthu_v1.3 Stenocereus thurberi,
GCA_025631175.1,GCA_025631175.1 ASM2563117v1 Iris virginica,
GCA_025594535.1,GCA_025594535.1 ASM2559453v1 Erythroxylum domingense,
GCA_009849645.1,GCA_009849645.1 ASM984964v1 Solanum x curtilobum,
GCA_038382905.1,GCA_038382905.1 ASM3838290v1 Daphne laureola,
GCA_026874005.2,GCA_026874005.2 ASM2687400v2 Erythroxylum coriaceum,
GCA_900322205.1,GCA_900322205.1 ASM90032220v1 Kewa caespitosa,
GCA_009757365.2,GCA_009757365.2 ASM975736v2 Lepidium campestre,
GCA_002740445.1,GCA_002740445.1 Ppri_v1.3 Pachycereus pringlei,
GCA_027563555.1,GCA_027563555.1 ASM2756355v1 Erythroxylum raimondii,
GCA_032360425.1,GCA_032360425.1 ASM3236042v1 Rubia occidens,
GCA_018326465.1,GCA_018326465.1 Fflo_1.0 Flaveria floridana,
GCA_902829145.1,GCA_902829145.1 FRAX05-0.1 Fraxinus latifolia,
GCA_032360265.1,GCA_032360265.1 ASM3236026v1 Heliamphora ciliata,
GCA_032467995.1,GCA_032467995.1 ASM3246799v1 Erythroxylum dillonii,
GCA_025434745.1,GCA_025434745.1 ASM2543474v1 Erythroxylum divaricatum,
GCA_902829205.1,GCA_902829205.1 FRAX08-0.1 Fraxinus paxiana,
GCA_032274865.1,GCA_032274865.1 ASM3227486v1 Eryngium alpinum,
GCA_028566235.1,GCA_028566235.1 ASM2856623v1 Salvia elegans,
GCA_026937615.2,GCA_026937615.2 ASM2693761v2 Erythroxylum glaucum,
GCA_004918865.1,GCA_004918865.1 Cbr_v1.0 Caryocar brasiliense,
GCA_024320915.1,GCA_024320915.1 ASM2432091v1 Erigeron philadelphicus,
GCA_036898005.1,GCA_036898005.1 ASM3689800v1 Geranium phaeum,
GCA_902206195.3,GCA_902206195.3 Arabis nemorensis 1.0 pseudo-chromsomes annotated Arabis nemorensis,
GCA_024752395.1,GCA_024752395.1 ASM2475239v1 Erythroxylum havanense,
GCA_027478595.1,GCA_027478595.1 ASM2747859v1 Erythroxylum anguifugum,
GCA_037177415.1,GCA_037177415.1 ASM3717741v1 Kaempferia rotunda,
GCA_949750685.1,GCA_949750685.1 SAMN08770958-DRAFT-NextGenCassava-1.0 Vernicia montana,
GCA_024706555.1,GCA_024706555.1 ASM2470655v1 Mandevilla sanderi x Mandevilla atroviolacea,
GCA_001929425.1,GCA_001929425.1 WD23_11_assembly_v1 Citrus x paradisi x Citrus trifoliata,
GCA_036897825.1,GCA_036897825.1 ASM3689782v1 Plantago rigida,
GCA_024678245.1,GCA_024678245.1 ASM2467824v1 Erythroxylum densum,
GCA_002740485.1,GCA_002740485.1 Phum_v1.3 Pereskia humboldtii,
GCA_036897175.1,GCA_036897175.1 ASM3689717v1 Plantago depressa,
GCA_900406335.1,GCA_900406335.1 ASM90040633v1 Boechera puberula,
GCA_035668175.1,GCA_035668175.1 ASM3566817v1 Sarracenia flava,
GCA_027563535.1,GCA_027563535.1 ASM2756353v1 Erythroxylum lineolatum,
GCA_035668455.1,GCA_035668455.1 ASM3566845v1 Sarracenia alabamensis,
GCA_900406365.1,GCA_900406365.1 ASM90040636v1 Heliophila coronopifolia,
GCA_012274505.1,GCA_012274505.1 ASM1227450v1 Galium porrigens var. tenue,
GCA_035668355.1,GCA_035668355.1 ASM3566835v1 Sarracenia leucophylla,
GCA_024582655.2,GCA_024582655.2 ASM2458265v2 Erythroxylum kunthianum,
GCA_034509245.1,GCA_034509245.1 ASM3450924v1 Artemisia ludoviciana,
GCA_036897805.1,GCA_036897805.1 ASM3689780v1 Plantago tenuiflora,
GCA_035668095.1,GCA_035668095.1 ASM3566809v1 Sarracenia minor,
GCA_026770305.1,GCA_026770305.1 ASM2677030v1 Erythroxylum gonoclados,
GCA_036250245.1,GCA_036250245.1 ASM3625024v1 Drosera tokaiensis,
GCA_036897565.1,GCA_036897565.1 ASM3689756v1 Pelargonium exstipulatum,
GCA_036898065.1,GCA_036898065.1 ASM3689806v1 California macrophylla,
GCA_948099555.1,GCA_948099555.1 Cs-W6-48715-1-DRAFT-NextGenCassava-1.0 Croton setiger,
GCA_027576515.1,GCA_027576515.1 ASM2757651v1 Dryopteris marginalis,
GCA_900406305.1,GCA_900406305.1 ASM90040630v1 Cochlearia officinalis,
GCA_036897505.1,GCA_036897505.1 ASM3689750v1 Pelargonium transvaalense,
GCA_028566315.1,GCA_028566315.1 ASM2856631v1 Rudbeckia hirta,
GCA_900322265.1,GCA_900322265.1 ASM90032226v1 Macarthuria australis,
GCA_020975935.1,GCA_020975935.1 ASM2097593v1 Campomanesia xanthocarpa,
GCA_028566255.1,GCA_028566255.1 ASM2856625v1 Geranium maculatum,
GCA_025434765.2,GCA_025434765.2 ASM2543476v2 Erythroxylum kapplerianum,
GCA_900322245.1,GCA_900322245.1 ASM90032224v1 Microtea debilis,
GCA_036897885.1,GCA_036897885.1 ASM3689788v1 Plantago crassifolia,
GCA_036897905.1,GCA_036897905.1 ASM3689790v1 Aragoa cleefii,
GCA_036897785.1,GCA_036897785.1 ASM3689778v1 Plantago rugelii,
GCA_024707465.1,GCA_024707465.1 ASM2470746v1 Erythroxylum daphnites,
GCA_001909325.1,GCA_001909325.1 Rspec1.0 Ruellia speciosa,
GCA_032355745.1,GCA_032355745.1 ASM3235574v1 Rubia rechingeri,
GCA_003571905.1,GCA_003571905.1 ASM357190v1 Magnolia ashei,
GCA_036897275.1,GCA_036897275.1 ASM3689727v1 Plantago aristata,
GCA_027576795.2,GCA_027576795.2 ASM2757679v2 Erythroxylum confusum,
GCA_036897845.1,GCA_036897845.1 ASM3689784v1 Plantago media,
GCA_900006205.1,GCA_900006205.1 EF_Genome Eperua falcata,
GCA_040496155.1,GCA_040496155.1 ASM4049615v1 Rubus hochstetterorum,
GCA_024363205.1,GCA_024363205.1 ASM2436320v1 Cereus fernambucensis,
GCA_948193065.1,GCA_948193065.1 Am-PI159043-DRAFT-NextGenCassava-1.0 Aleurites moluccanus,
GCA_036897925.1,GCA_036897925.1 ASM3689792v1 Aragoa abietina,
GCA_035584695.1,GCA_035584695.1 ASM3558469v1 Agave karwinskii,
GCA_036897985.1,GCA_036897985.1 ASM3689798v1 Geranium sanguineum,
GCA_036897445.1,GCA_036897445.1 ASM3689744v1 Pelargonium tetragonum,
GCA_036898045.1,GCA_036898045.1 ASM3689804v1 Erodium gruinum,
GCA_900406505.1,GCA_900406505.1 ASM90040650v1 Physaria ovalifolia,
GCA_948193465.1,GCA_948193465.1 Ah-TARS4886-DRAFT-NextGenCassava-1.0 Acalypha hispida,
GCA_025802375.1,GCA_025802375.1 ASM2580237v1 Polystichum acrostichoides,
GCA_948294925.1,GCA_948294925.1 Cv-MOBOT2011-1101-5-DRAFT-NextGenCassava-1.0 Codiaeum variegatum,
GCA_028566135.1,GCA_028566135.1 ASM2856613v1 Iris sibirica,
GCA_900406485.1,GCA_900406485.1 ASM90040648v1 Physaria acutifolia,
GCA_900406475.1,GCA_900406475.1 ASM90040647v1 Noccaea goesingensis,
GCA_948330485.1,GCA_948330485.1 Mr-DenverB11037-1-DRAFT-NextGenCassava-1.0 Euphorbia neoarborescens,
GCA_036897865.1,GCA_036897865.1 ASM3689786v1 Plantago maritima,
GCA_036897315.1,GCA_036897315.1 ASM3689731v1 Plantago indica,
GCA_000737425.1,GCA_000737425.1 ASM73742v1 Penstemon grinnellii,
GCA_000737435.1,GCA_000737435.1 ASM73743v1 Penstemon centranthifolius,
GCA_036897215.1,GCA_036897215.1 ASM3689721v1 Plantago sericea,
GCA_948330635.1,GCA_948330635.1 Me-USBG01-0829-DRAFT-NextGenCassava-1.0 Euphorbia biselegans,
GCA_034783775.1,GCA_034783775.1 ASM3478377v1 Agave potatorum,
GCA_948356215.1,GCA_948356215.1 St-W6-42922-DRAFT-NextGenCassava-1.0 Stillingia texana,
GCA_948332485.1,GCA_948332485.1 Mg-DenverB33013-1-DRAFT-NextGenCassava-1.0 Euphorbia guentheri,
GCA_948332465.1,GCA_948332465.1 Pm-USBG01-1676-DRAFT-NextGenCassava-1.0 Euphorbia lomelii,
GCA_036897645.1,GCA_036897645.1 ASM3689764v1 Viviania marifolia,
GCA_948243855.1,GCA_948243855.1 Fn-NYBG4594-95F-DRAFT-NextGenCassava-1.0 Flueggea neowawraea,
GCA_901111325.1,GCA_901111325.1 Limeum_aethiopicum_v1 Limeum aethiopicum,
GCA_040496175.1,GCA_040496175.1 ASM4049617v1 Rumex azoricus,
GCA_033807815.1,GCA_033807815.1 ASM3380781v1 Rumohra adiantiformis,
GCA_948193215.1,GCA_948193215.1 Bc-Montgomery20090461A-DRAFT-NextGenCassava-1.0 Bocquillonia castaneifolia,
GCA_036897945.1,GCA_036897945.1 ASM3689794v1 Silene undulata,
GCA_948266635.1,GCA_948266635.1 Ch-NYBG916-92A-DRAFT-NextGenCassava-1.0 Cnidoscolus chayamansa,
GCA_901111335.1,GCA_901111335.1 Spergula_arvensis_v1 Spergula arvensis,
GCA_948277035.1,GCA_948277035.1 Eo-NYBG540-2011A-DRAFT-NextGenCassava-1.0 Euphorbia corollata,
GCA_033043275.1,GCA_033043275.1 ASM3304327v1 Ruscus hypophyllum,
GCA_948192965.1,GCA_948192965.1 Ds-MOBOT1991-3019-1-DRAFT-NextGenCassava-1.0 Dalechampia spathulata,
GCA_026686915.1,GCA_026686915.1 ASM2668691v1 Exbucklandia tonkinensis,
GCA_948291685.1,GCA_948291685.1 Cc-USBG07-0187-DRAFT-NextGenCassava-1.0 Euphorbia celastroides,
GCA_008932045.1,GCA_008932045.1 ASM893204v1 Rhodoleia championii,
GCA_948193385.1,GCA_948193385.1 Bn-NYBG957-2003C-DRAFT-NextGenCassava-1.0 Breynia disticha f. nivosa,
GCA_003490085.1,GCA_003490085.1 ASM349008v1 Trifolium medium,
GCA_035042605.1,GCA_035042605.1 ASM3504260v1 Symplocos macrophylla,
GCA_900538075.1,GCA_900538075.1 Sp_tGBS_contigs Silphium perfoliatum,
